Ouvrage,Latitude,Longitude,Region
10147394,-35.107036,147.488131,NSW
10147943,-35.107036,147.488131,NSW
10148342,-34.8404333,146.0141638,NSW
10150180,-34.6199361,146.3528916,NSW
10150506,-34.6199361,146.3528916,NSW
10151281,-35.7123837,146.8757709,NSW
20142530,-35.0550828,143.0591465,VIC
20142561,-38.3802909,142.8664872,VIC
20142721,-38.3579562,142.2512362,VIC
20142722,-38.296896,142.4036138,VIC
20142763,-35.7276346,144.1934135,VIC
20142764,-35.8923238,144.3756683,VIC
20142772,-36.4352198,145.2372392,VIC
20142773,-36.2825123,145.0248234,VIC
20142818,-36.429683,146.6147477,VIC
20142922,-36.2345443,146.4544067,VIC
20142927,-37.9272086,144.6925515,VIC
20142968,-36.5931927,144.591269,VIC
20143006,-36.3678608,144.9719173,VIC
20143007,-36.3678608,144.9719173,VIC
20143068,-38.23074,143.5391729,VIC
20143077,-37.6852001,144.4435309,VIC
20143085,-36.4325274,145.2315427,VIC
20143164,-36.4184265,144.9377871,VIC
20143220,-37.2147388,143.8636078,VIC
20143232,-38.4380157,142.6884347,VIC
20143233,-38.2723946,143.5196201,VIC
20143235,-37.6634086,144.4466382,VIC
20143438,-36.4303672,145.2300863,VIC
20143439,-37.9234022,147.6185669,VIC
20143589,-36.423517,145.178432,VIC
20143612,-36.3104584,144.7966633,VIC
20143615,-36.1967234,144.7122343,VIC
20143633,-37.5948752,144.0624364,VIC
20143679,-36.49905,145.3970674,VIC
20143691,-37.9412081,144.6715617,VIC
20143693,-36.382696,144.6028641,VIC
20143694,-36.4067074,144.5626014,VIC
20143701,-36.0811595,145.7149023,VIC
20144015,-36.1526701,147.9609351,VIC
20144263,-37.5357607,144.0856865,VIC
20144314,-37.9893338,146.9185111,VIC
20144631,-37.8120022,145.4421285,VIC
20145655,-36.4655468,145.3309496,VIC
20145663,-35.8185057,144.2951544,VIC
20145664,-35.7754353,144.22532,VIC
20145665,-35.8494678,144.3504426,VIC
20145709,-36.4285186,146.6544886,VIC
20145711,-36.4354634,146.6739815,VIC
20145755,-36.2701868,144.5937606,VIC
20145775,-36.3629387,145.346254,VIC
20145780,-36.2494403,145.3846551,VIC
20145809,-36.4534801,144.9699895,VIC
20145875,-35.976,145.2910473,VIC
20145896,-37.5106279,144.0635911,VIC
20145914,-37.3958472,143.8691438,VIC
20145921,-36.4391873,145.5178951,VIC
20145941,-36.1983206,144.5355389,VIC
20146021,-35.9677543,145.2720586,VIC
20146025,-36.2715169,145.0252651,VIC
20146079,-37.9715389,144.6938502,VIC
20146099,-36.2404403,144.5923598,VIC
20146100,-36.2476231,144.4335437,VIC
20146107,-37.3996809,143.7913691,VIC
20146112,-36.9922138,141.2870015,VIC
20146527,-38.1849556,143.560267,VIC
20146555,-36.3844323,145.2973846,VIC
20146556,-35.7399152,144.1838898,VIC
20146590,-36.1163796,145.0900831,VIC
20146598,-36.5576213,145.2742598,VIC
20146695,-36.4169755,145.4626587,VIC
20146702,-36.4577557,144.7989961,VIC
20146713,-38.3346962,143.0103809,VIC
20146718,-36.4499926,144.3204925,VIC
20146776,-35.9531388,145.3142383,VIC
20146802,-35.9972173,145.4002588,VIC
20146869,-36.2401661,144.6180613,VIC
20146873,-38.4084117,142.5663653,VIC
20146970,-36.5576218,145.2740364,VIC
20146996,-36.4152327,145.5134965,VIC
20147007,-36.4555023,144.7787415,VIC
20147028,-38.1830734,143.5164718,VIC
20147030,-37.6740382,144.4459936,VIC
20147034,-36.4131598,145.5134826,VIC
20147059,-38.1655836,143.4865757,VIC
20147076,-36.249486,145.3704129,VIC
20147080,-36.4599669,144.823436,VIC
20147082,-36.4219355,144.9683401,VIC
20147123,-36.2976093,144.4082362,VIC
20147146,-36.4096624,145.0691299,VIC
20147166,-36.7054636,140.9695359,VIC
20147167,-37.9128503,141.8413726,VIC
20147170,-36.2161761,145.5458717,VIC
20147174,-36.1236092,145.653085,VIC
20147181,-36.366448,145.1313846,VIC
20147186,-36.4061088,145.2746787,VIC
20147191,-36.4115242,144.8903038,VIC
20147219,-38.3961775,142.8630581,VIC
20147237,-38.271654,142.3864266,VIC
20147255,-37.354624,143.7917471,VIC
20147256,-35.0636888,143.3214316,VIC
20147270,-36.4260993,144.9681488,VIC
20147350,-36.0617773,145.6540056,VIC
20147374,-36.4169817,144.9837195,VIC
20147398,-36.3701541,141.1940005,VIC
20147412,-35.1790535,141.2899113,VIC
20147444,-37.8209535,145.4335485,VIC
20147451,-37.9431134,144.6764454,VIC
20147462,-36.3362469,145.4323199,VIC
20147559,-37.9412979,144.6714475,VIC
20147560,-35.9244786,145.660713,VIC
20147564,-36.2466276,145.4825657,VIC
20147565,-36.1913576,145.5335768,VIC
20147577,-36.4505687,144.9688415,VIC
20147578,-36.440072,144.9510322,VIC
20147581,-36.4116632,144.9050665,VIC
20147607,-36.2356372,144.433743,VIC
20147608,-36.2697004,144.6097902,VIC
20147609,-36.2550917,144.7803403,VIC
20147611,-36.4409806,144.6829878,VIC
20147643,-36.455006,144.9512458,VIC
20147656,-37.8863096,141.6633315,VIC
20147660,-36.2162182,145.5561044,VIC
20147661,-36.4260109,145.5219328,VIC
20147674,-36.4245369,144.9376595,VIC
20147675,-36.411252,144.9219931,VIC
20147684,-36.2698872,144.9838952,VIC
20147685,-36.4320776,145.2310952,VIC
20147714,-36.247377,144.3845879,VIC
20147715,-36.2978726,144.6555192,VIC
20147753,-36.3615737,145.3683669,VIC
20147756,-36.3731481,145.182606,VIC
20147757,-36.3956798,145.3079964,VIC
20147768,-36.4074314,145.4602598,VIC
20147776,-36.4827196,145.1141728,VIC
20147780,-37.8648977,144.6404389,VIC
20147810,-36.2236852,144.8073477,VIC
20147813,-36.1909734,146.2517218,VIC
20147874,-35.1320928,140.9875311,VIC
20147880,-36.3457234,145.3760005,VIC
20154102,-36.1289374,144.6453965,VIC
20154153,-36.370616,144.6295615,VIC
20154162,-37.7676728,145.4418691,VIC
20154272,-37.2148289,143.8636065,VIC
20154284,-38.2792828,143.5831437,VIC
20154306,-36.2847171,145.0993523,VIC
20154318,-35.9684156,145.0596449,VIC
20154362,-36.4659361,146.6200623,VIC
20154365,-36.4706238,146.3860755,VIC
20154436,-36.6347914,144.80494,VIC
20154450,-36.4391873,145.5178951,VIC
20154587,-38.1655836,143.4865757,VIC
20154588,-38.2121323,143.5426179,VIC
20154654,-36.5147809,144.8003654,VIC
20154665,-36.4404134,145.0227551,VIC
20154671,-36.4035529,144.9837223,VIC
20154691,-37.5845456,144.0326703,VIC
20154713,-36.0536972,145.5418387,VIC
20154734,-37.5332284,144.0274409,VIC
20154797,-35.9531388,145.3142383,VIC
20154801,-36.6618486,144.8489802,VIC
20154853,-36.4239771,145.3384657,VIC
20154952,-36.5156456,144.8349759,VIC
20154987,-36.3463684,145.3715473,VIC
20155026,-36.9401624,145.1432615,VIC
20155029,-37.8371345,145.391947,VIC
20155030,-35.1804303,141.0690774,VIC
20155161,-38.5131742,142.7419545,VIC
20155171,-37.48313,143.9742554,VIC
20155194,-35.8203637,144.2747769,VIC
20155217,-36.0879136,145.3630872,VIC
20155244,-35.938985,145.677128,VIC
20155275,-36.5608282,144.7961344,VIC
20155378,-36.2835775,144.9332095,VIC
20155402,-35.9826844,145.1333942,VIC
20155425,-36.2283034,146.4590505,VIC
20155428,-36.232842,146.4579459,VIC
20155432,-36.3156365,146.2810561,VIC
20155462,-36.2543625,144.7328277,VIC
20155474,-35.9827341,145.5094065,VIC
20155485,-36.4412681,145.0295373,VIC
20155575,-38.3462341,142.7863408,VIC
20155576,-38.346144,142.7863434,VIC
20155627,-36.5933795,144.593168,VIC
20155653,-36.1964969,147.7632047,VIC
20155655,-36.4441395,146.6260182,VIC
20155678,-36.2673728,145.0155812,VIC
20155687,-36.2694375,145.0074013,VIC
20155749,-36.4850402,144.6784534,VIC
20155911,-36.5461482,144.8314142,VIC
20155929,-36.7069573,145.1823378,VIC
20155955,-37.1841982,143.4045834,VIC
20155958,-36.5147616,143.6495196,VIC
20155968,-36.0440394,146.4813549,VIC
20155995,-36.0245161,145.1884949,VIC
20156016,-36.2091148,144.530247,VIC
20156040,-36.8780831,141.1808361,VIC
20156045,-37.9644571,144.6731674,VIC
20156219,-36.4320776,145.2310952,VIC
20156221,-36.1729185,145.6005899,VIC
20156278,-36.4526524,144.9481236,VIC
20156293,-36.4593958,144.8153929,VIC
20156328,-38.1375887,143.4814355,VIC
20156335,-36.1630763,144.7001338,VIC
20156364,-36.2758178,144.7352021,VIC
20156402,-34.9479711,143.1324991,VIC
20156414,-36.4330135,145.2408238,VIC
20156426,-36.4040284,145.4991506,VIC
20156471,-35.9447966,145.674264,VIC
20156474,-36.5576218,145.2740364,VIC
20156482,-36.0114689,145.4468109,VIC
20156484,-34.9324661,143.1659133,VIC
20156498,-36.3450886,145.1037973,VIC
20156503,-36.4169817,144.9837195,VIC
20156549,-34.8184025,143.05134,VIC
20156560,-36.2652705,145.4657659,VIC
20156594,-36.0960286,145.6534071,VIC
20156606,-36.2552994,144.6754055,VIC
20156608,-36.4930794,144.6469201,VIC
20156630,-35.9987042,145.823166,VIC
20156663,-36.4529314,145.2961991,VIC
20156674,-36.0178323,145.5965012,VIC
20156709,-36.1089052,144.5806144,VIC
20156729,-38.1611642,143.4933973,VIC
20156743,-35.8482465,145.5147215,VIC
20156744,-36.4509073,141.1975943,VIC
20156757,-36.3435628,145.2890162,VIC
20156764,-36.4090611,144.9354755,VIC
20156766,-36.1293758,145.6533559,VIC
20156768,-35.9331166,145.1335304,VIC
20156781,-36.2359331,145.492578,VIC
20156827,-37.4022356,143.9674405,VIC
20156834,-36.8047409,141.0109708,VIC
20156836,-36.3460241,145.4901961,VIC
20156848,-36.2987332,145.117207,VIC
20156849,-36.4045737,145.3318134,VIC
20156853,-36.2905721,145.0048094,VIC
20156864,-36.1854681,145.5596629,VIC
20156879,-35.1831262,141.1848243,VIC
20156886,-37.3351945,144.0109008,VIC
20156990,-36.3730384,144.7240573,VIC
20157009,-36.3943402,145.0703424,VIC
20157015,-37.7075221,148.4231965,VIC
20157024,-37.914837,141.578201,VIC
20157025,-36.9688756,144.4085397,VIC
20157030,-36.4091578,145.4589879,VIC
20157042,-36.4437503,145.0003346,VIC
20157051,-36.3970883,145.4547353,VIC
20157081,-37.9272987,144.6925512,VIC
20157085,-36.3972357,144.9525087,VIC
20164269,-36.2845605,145.0657115,VIC
20164294,-36.6918994,145.2370263,VIC
20164306,-36.4972492,145.2258214,VIC
20165593,-36.0698895,145.6538522,VIC
20165604,-36.012308,145.360181,VIC
20165638,-35.0962415,141.1588909,VIC
20165653,-36.1990236,145.2249486,VIC
20165673,-36.5933791,144.5930563,VIC
20165833,-36.4972492,145.2258214,VIC
20165915,-38.3109673,142.3014523,VIC
20165919,-38.2432772,143.5857653,VIC
20165931,-35.9826844,145.1333942,VIC
20166031,-38.2268727,143.4389704,VIC
20166075,-37.938849,144.699671,VIC
20166104,-36.0684224,145.8539928,VIC
20166109,-37.9540688,144.6971072,VIC
20166132,-36.7300127,145.1928055,VIC
20166133,-36.7523607,145.1946538,VIC
20166134,-37.7989539,145.4376236,VIC
20166480,-36.296851,144.7975899,VIC
20166481,-36.296851,144.7975899,VIC
20166496,-36.2866417,144.9330955,VIC
20166664,-36.4325274,145.2315427,VIC
20166719,-36.4605656,146.6394885,VIC
20166748,-37.0774222,144.160469,VIC
20166758,-36.4148028,144.9366639,VIC
20167064,-38.4909129,142.8052151,VIC
20167068,-38.4084117,142.5663653,VIC
20168151,-36.4177087,146.6578473,VIC
20168246,-36.2089324,144.9029139,VIC
20168270,-36.2236383,145.076082,VIC
20168367,-37.5250048,143.9920186,VIC
20168380,-36.4820462,144.7895131,VIC
20168412,-37.6874663,148.389727,VIC
20168483,-37.7926793,145.4026164,VIC
20168534,-36.470338,146.6367952,VIC
20168565,-36.490498,145.2214485,VIC
20168635,-38.3439053,142.3565613,VIC
20168651,-36.3350101,145.3722723,VIC
20168661,-36.180581,144.673941,VIC
20168935,-36.3986772,144.9512815,VIC
20168936,-36.117415,145.6321495,VIC
20168964,-36.4208624,144.9428257,VIC
20168986,-37.3702662,143.7968055,VIC
20169056,-37.5184446,145.3585099,VIC
20169081,-36.4824575,145.1052439,VIC
20169090,-36.2070684,144.536932,VIC
20169187,-35.8185057,144.2951544,VIC
20169197,-36.0458783,145.1867714,VIC
20169248,-36.4206697,145.4629039,VIC
20169249,-36.2554885,145.2045827,VIC
20169251,-36.3970318,144.9115951,VIC
20169252,-36.3970318,144.9115951,VIC
20169280,-36.1806538,144.7012884,VIC
20169281,-36.2534937,144.747519,VIC
20169305,-36.461278,144.8601522,VIC
20169307,-36.4185206,144.9459275,VIC
20169336,-36.2579535,144.628211,VIC
20169384,-36.4236831,145.187577,VIC
20169412,-38.2864117,143.4803666,VIC
20169427,-36.6032701,144.0101606,VIC
20169428,-36.9062195,141.1947045,VIC
20169444,-38.085035,147.4675261,VIC
20169551,-36.1549713,145.6534614,VIC
20169560,-37.3501405,143.8866442,VIC
20169601,-38.2257567,143.4224331,VIC
20169631,-36.4181412,145.5283472,VIC
20169637,-36.4388721,145.4402586,VIC
20169641,-36.4385225,145.2526422,VIC
20169696,-37.2059288,144.0400944,VIC
20169745,-35.9659474,145.4490979,VIC
20169788,-36.2967656,144.8003735,VIC
20169795,-36.264395,145.0330531,VIC
20169818,-35.9975792,145.1097969,VIC
20169836,-35.7213323,144.168613,VIC
20169921,-36.1909734,146.2517218,VIC
20169926,-36.214852,146.4188308,VIC
20169934,-36.4803531,146.6618772,VIC
20169963,-36.3974455,145.4999997,VIC
20169969,-36.0392607,145.797187,VIC
20169979,-36.4132782,144.9527218,VIC
20169981,-36.3145173,144.4767066,VIC
20169984,-36.3605364,144.7788138,VIC
20170033,-35.9811846,145.8776468,VIC
20170057,-37.8025323,145.4195888,VIC
20170068,-36.2970349,144.7997048,VIC
20170183,-37.4195377,143.9778262,VIC
20170212,-36.4303672,145.2300863,VIC
20170224,-35.8367265,144.2541482,VIC
20170299,-36.5147809,144.8003654,VIC
20170316,-36.0371813,145.3605188,VIC
20170346,-38.2418204,143.4950915,VIC
20170359,-36.5143072,141.1583629,VIC
20170380,-36.3420422,144.7271762,VIC
20170424,-35.9915031,145.2050491,VIC
20170427,-35.9331877,145.6821749,VIC
20170428,-36.2160899,145.6004811,VIC
20170433,-36.2917613,145.441745,VIC
20170435,-36.3732038,145.1928927,VIC
20170436,-36.367927,145.3125101,VIC
20170438,-36.4117973,144.9460549,VIC
20170453,-36.7393629,141.311588,VIC
20170463,-36.1970037,144.8696823,VIC
20170465,-36.2699453,144.4657679,VIC
20170480,-36.4400308,145.0386053,VIC
20170486,-36.0246935,145.7370137,VIC
20170500,-36.005202,145.2049745,VIC
20170501,-34.9340988,143.2243062,VIC
20170525,-36.4519698,144.9539364,VIC
20170526,-36.4481559,144.9810244,VIC
20170527,-36.4260373,144.9463683,VIC
20170528,-36.4260527,144.9407475,VIC
20170529,-36.4102098,144.9433577,VIC
20170531,-36.1809305,145.5471788,VIC
20170569,-36.4867665,144.6640593,VIC
20170571,-36.4318153,144.6306052,VIC
20170623,-36.3836814,145.1381352,VIC
20170632,-36.4223879,144.9478429,VIC
20170635,-36.4237716,144.9390988,VIC
20170637,-36.3797732,145.433679,VIC
20170668,-36.5596487,144.5864201,VIC
20170686,-36.3634833,144.7233115,VIC
20170687,-35.9326808,145.6605614,VIC
20170705,-35.9539276,145.5421379,VIC
20170707,-36.3480545,145.432052,VIC
20170709,-36.4024658,145.4624599,VIC
20170722,-36.4393983,145.0432117,VIC
20170762,-36.3424856,144.7240554,VIC
20170791,-36.374152,145.0702125,VIC
20170846,-36.3145173,144.4767066,VIC
20170881,-37.0817083,144.1676209,VIC
20170885,-35.9893609,142.5825806,VIC
20170886,-35.063948,143.3206589,VIC
20170891,-36.4091355,145.4623885,VIC
20170903,-36.3717811,145.2321401,VIC
20170917,-36.4229155,144.9392221,VIC
20170918,-36.451938,144.9429923,VIC
20170924,-36.2980328,144.9496305,VIC
20170975,-36.0394598,145.5604925,VIC
20170999,-36.311086,145.4241944,VIC
20171004,-36.3616337,145.1327358,VIC
20171010,-36.4490623,144.9643018,VIC
20171051,-36.3939945,145.4622976,VIC
20171077,-36.8464102,145.1617006,VIC
20171078,-35.9512786,145.6863247,VIC
20171092,-36.3459114,145.4737069,VIC
20171119,-36.4128206,144.9377805,VIC
20171141,-36.4091355,145.4623885,VIC
20171142,-36.4206697,145.4629039,VIC
20171159,-36.4240398,145.2802519,VIC
20171206,-36.4163058,145.0672179,VIC
20174468,-38.3791523,142.7297402,VIC
20174606,-36.3350101,145.3722723,VIC
20174727,-36.4248187,144.9423098,VIC
20174800,-38.3894282,142.6313205,VIC
20174814,-36.7301182,145.2342334,VIC
20174815,-37.8224356,145.4470738,VIC
20174841,-35.9677543,145.2720586,VIC
20174931,-38.3176436,142.7122742,VIC
20174932,-38.3411321,142.3084899,VIC
20175003,-36.2154014,147.7812729,VIC
20175058,-36.4181518,144.9475112,VIC
20175063,-36.4386254,145.2864399,VIC
20175086,-36.3970118,145.4511674,VIC
20175087,-36.3967879,145.4624258,VIC
20175093,-36.4481655,145.0152831,VIC
20175126,-38.3579562,142.2512362,VIC
20175127,-38.3150183,142.3419102,VIC
20175188,-37.1881866,143.3855512,VIC
20175227,-36.561537,144.9564291,VIC
20175245,-36.6918994,145.2370263,VIC
20175253,-36.1309195,145.5827096,VIC
20175291,-36.5944652,144.5943917,VIC
20175391,-36.2091148,144.530247,VIC
20175421,-36.1782069,145.5514061,VIC
20175430,-35.9978693,145.4444033,VIC
20175559,-36.4580717,146.6223403,VIC
20175589,-36.490498,145.2214485,VIC
20175662,-38.2690559,143.4900886,VIC
20175722,-36.4615882,144.8800009,VIC
20175745,-36.4146277,144.9470342,VIC
20175747,-36.423188,144.9435712,VIC
20175748,-36.4105648,144.9329878,VIC
20175752,-35.9066396,145.4953912,VIC
20175774,-35.0833259,142.2930255,VIC
20175781,-36.4940784,145.238738,VIC
20176022,-36.3038768,146.3231429,VIC
20176035,-36.1435334,146.2968365,VIC
20176060,-36.3972447,145.4372334,VIC
20176090,-36.4377086,145.2927943,VIC
20176222,-36.356505,144.7461784,VIC
20176229,-36.2573631,144.7447243,VIC
20176257,-36.1991139,145.2248377,VIC
20176280,-37.4688199,145.2811708,VIC
20176322,-36.0822803,146.3336947,VIC
20176413,-36.392508,145.4953971,VIC
20176435,-37.5146924,144.0308463,VIC
20176496,-36.7751766,144.3084764,VIC
20176505,-36.4765582,144.04438,VIC
20176562,-36.234657,144.9827567,VIC
20176569,-36.0533955,145.528962,VIC
20176584,-36.2265252,145.071413,VIC
20176594,-37.6860074,144.4624598,VIC
20176739,-36.392508,145.4953971,VIC
20176754,-36.1551023,145.6124538,VIC
20176759,-37.0784702,141.1828424,VIC
20176788,-36.0117368,145.8777716,VIC
20176801,-36.3844394,145.5310363,VIC
20176810,-36.2158748,145.5329679,VIC
20176817,-36.1427036,144.6984351,VIC
20176985,-38.341975,142.4598315,VIC
20177020,-35.9819873,145.2332993,VIC
20177065,-36.4235093,146.6258275,VIC
20177096,-36.0991902,146.178756,VIC
20177137,-36.4131813,144.9381148,VIC
20177147,-37.9605083,144.7146056,VIC
20177171,-35.7754353,144.22532,VIC
20177208,-36.2716932,144.6128075,VIC
20177228,-36.4102111,144.9462567,VIC
20177230,-35.9539659,145.6891196,VIC
20177244,-35.8982137,145.211891,VIC
20177249,-36.1292478,145.6439116,VIC
20177255,-36.4041073,145.2936364,VIC
20177274,-36.345326,145.3873622,VIC
20177279,-36.1243663,145.6129877,VIC
20177300,-36.3246907,145.4127639,VIC
20177329,-37.9425184,144.727188,VIC
20177357,-35.0833285,142.2931351,VIC
20177361,-35.0771141,141.0752569,VIC
20177382,-36.2749938,145.033091,VIC
20177386,-36.4437768,145.0111549,VIC
20177397,-36.4062773,145.5001686,VIC
20177492,-36.3730328,145.0862933,VIC
20177511,-36.4168593,145.4692371,VIC
20177513,-36.4105773,144.9605286,VIC
20177515,-36.4165211,144.948817,VIC
20177603,-36.0171811,145.7969594,VIC
20177604,-36.0171811,145.7969594,VIC
20177610,-36.4827674,144.7896228,VIC
20177615,-35.0520226,140.9748588,VIC
20177627,-36.4724816,145.3196752,VIC
20177670,-36.343518,144.7261684,VIC
20177672,-38.1874986,143.5925227,VIC
20177674,-37.9200635,144.6820035,VIC
20177687,-36.0392607,145.797187,VIC
20177701,-34.8860573,143.2293305,VIC
20177702,-35.9506999,145.6616019,VIC
20177707,-36.1548371,145.6925797,VIC
20177710,-36.3161409,145.4195114,VIC
20177711,-36.2314276,145.4945294,VIC
20177718,-36.3435996,145.2923251,VIC
20177719,-36.3803536,145.1321551,VIC
20177720,-36.4986342,145.2409848,VIC
20177805,-35.9877439,145.6611424,VIC
20177809,-36.1127038,145.6531039,VIC
20177817,-36.3463684,145.3715473,VIC
20177819,-36.3246907,145.4127639,VIC
20177829,-36.4789215,145.3309848,VIC
20177838,-36.1456112,145.6003775,VIC
20177840,-36.42152,145.5385186,VIC
20177879,-36.1631045,144.6767934,VIC
20177900,-35.9409277,145.6840163,VIC
20177914,-35.9667278,145.5607418,VIC
20177917,-35.2584513,141.1501374,VIC
20177919,-36.1749667,145.335484,VIC
20177920,-36.4200836,145.5372819,VIC
20177929,-36.3717229,145.2153117,VIC
20177935,-36.4434431,145.0136536,VIC
20177944,-36.2693505,145.461884,VIC
20177965,-36.1059439,145.6531578,VIC
20177984,-36.2694314,144.6383951,VIC
20178013,-36.4098988,144.8155786,VIC
20178015,-37.839492,141.8285286,VIC
20178023,-36.3458637,145.1037538,VIC
20178038,-36.4122134,144.9317152,VIC
20178039,-36.4827196,145.1141728,VIC
20178291,-36.053127,145.71542,VIC
20178358,-35.9699492,145.6358231,VIC
20178375,-36.371826,144.97069,VIC
20178429,-36.4563232,144.9206755,VIC
20178451,-36.2731153,144.834382,VIC
20178511,-36.5489642,144.8976921,VIC
20178523,-36.3361873,144.6919965,VIC
20178578,-35.9551495,145.5311726,VIC
20178608,-35.8993133,145.6318095,VIC
20178609,-36.6608745,145.2000148,VIC
20178655,-36.2168986,144.9659663,VIC
20178657,-36.2852808,145.0812635,VIC
20178699,-36.4006819,145.135791,VIC
20178729,-35.8455521,144.3594414,VIC
20178742,-36.2841258,145.0234993,VIC
20178776,-36.4109336,144.9316383,VIC
20178793,-36.4820462,144.7895131,VIC
20178801,-36.4103099,144.9706753,VIC
20178827,-36.0564219,145.4518434,VIC
20178974,-36.561537,144.9564291,VIC
20179008,-36.4467471,146.6433778,VIC
20179009,-37.2095214,143.3882653,VIC
20179037,-36.4583105,144.8247228,VIC
20179051,-36.7524508,145.194654,VIC
20179063,-36.0820578,145.6536221,VIC
20179067,-36.4547717,144.9330162,VIC
20179068,-36.4535687,144.9417415,VIC
20179181,-36.3063976,145.0129166,VIC
20179265,-38.3778059,142.7300099,VIC
20179288,-36.3523663,145.1425023,VIC
20179394,-36.4241085,144.9460128,VIC
20179430,-36.3459114,145.4737069,VIC
20179432,-36.4201955,145.5324874,VIC
20179437,-36.4051666,144.9520579,VIC
20179655,-36.0254295,145.8163497,VIC
20179671,-37.8316969,145.4275893,VIC
20179764,-36.4224633,144.9362449,VIC
20179767,-36.3929987,145.4634063,VIC
20179768,-36.3631835,144.7974155,VIC
20179806,-36.6634781,144.8476458,VIC
20179869,-37.1982468,144.0396617,VIC
20179916,-36.298208,145.1362785,VIC
20179925,-36.2807685,145.089496,VIC
20179968,-38.2307386,143.5390587,VIC
20179992,-36.4544647,144.7879151,VIC
20179994,-36.4192228,144.9441316,VIC
20179995,-36.2714293,145.0056763,VIC
20179997,-36.2718774,145.0252652,VIC
20180048,-36.3156365,146.2810561,VIC
20180085,-36.451938,144.9429923,VIC
20180123,-35.7399152,144.1838898,VIC
20180143,-38.3801968,142.8662609,VIC
20180150,-36.3262611,144.8152219,VIC
20180183,-36.0406321,145.4790495,VIC
20180204,-36.4610016,144.8346245,VIC
20180206,-36.4105646,144.9325418,VIC
20180207,-36.4260519,144.9603199,VIC
20180208,-36.3979079,144.9684169,VIC
20180216,-36.4040284,145.4991506,VIC
20180242,-36.2706071,144.6704438,VIC
20180283,-34.9899117,141.0171705,VIC
20180295,-36.3435582,145.2944973,VIC
20180301,-36.4132782,144.9527218,VIC
20180338,-36.1643699,144.6467786,VIC
20180343,-37.9210415,144.712594,VIC
20180366,-38.1654949,143.4866916,VIC
20180384,-35.0150323,142.9779852,VIC
20180385,-36.7667715,141.05959,VIC
20180394,-36.4425901,145.1994472,VIC
20180402,-36.4124062,145.5000969,VIC
20180404,-36.7377648,141.2436427,VIC
20180417,-36.2701266,144.5523577,VIC
20180440,-36.4229183,144.9449096,VIC
20180441,-36.4229183,144.9449096,VIC
20180454,-35.1119797,141.2068417,VIC
20180515,-36.2550645,144.7662083,VIC
20180560,-35.9829024,145.0945848,VIC
20180562,-35.9331166,145.1335304,VIC
20180567,-36.3472867,145.3746935,VIC
20180572,-36.430871,145.4096531,VIC
20180578,-36.423188,144.9435712,VIC
20180579,-36.4185883,144.9369953,VIC
20180595,-36.7377648,141.2436427,VIC
20180646,-37.564456,144.0222855,VIC
20180650,-37.9974836,141.71639,VIC
20180651,-37.8726226,141.729445,VIC
20180671,-36.4331873,144.934418,VIC
20180680,-35.9979791,145.4625928,VIC
20180694,-36.693385,141.0230407,VIC
20180739,-36.0530712,145.2449453,VIC
20180763,-36.2157118,145.567779,VIC
20180765,-36.8781187,144.7739515,VIC
20180783,-36.411516,144.9128942,VIC
20180785,-36.3992005,144.9895985,VIC
20180788,-36.0377562,145.2420118,VIC
20180846,-36.21867,145.3681517,VIC
20180852,-36.4372643,145.0594284,VIC
20180857,-36.2409481,145.1039242,VIC
20180864,-36.3956948,144.93445,VIC
20180865,-36.4243514,144.9284034,VIC
20180866,-36.4297703,144.9504477,VIC
20180869,-36.4437503,145.0003346,VIC
20180899,-36.093325,145.6533842,VIC
20180945,-36.4372019,145.2375799,VIC
20181033,-36.3918264,145.440101,VIC
20181046,-37.9790012,147.5477408,VIC
20181101,-37.8120022,145.4421285,VIC
20181183,-36.2967656,144.8003735,VIC
20181240,-38.1101507,143.5809705,VIC
20181247,-36.4372019,145.2375799,VIC
20181250,-35.9826844,145.1333942,VIC
20181297,-36.1885391,146.2560076,VIC
20181333,-37.5644569,144.0223987,VIC
20181366,-36.2694467,144.9973845,VIC
20181492,-36.3158025,145.1873144,VIC
20181541,-36.4158102,145.0153882,VIC
20181542,-38.2119153,143.5926361,VIC
20181548,-37.5106279,144.0635911,VIC
20181653,-35.9981722,145.2050668,VIC
20181687,-36.3583588,145.1189914,VIC
20181692,-36.4110252,144.9531692,VIC
20181697,-36.1630763,144.7001338,VIC
20181726,-38.4195685,142.8919366,VIC
20181728,-38.3819498,142.1856733,VIC
20181781,-36.0918085,146.1921248,VIC
20181840,-38.1110616,143.566585,VIC
20181842,-37.973795,144.6953207,VIC
20181853,-36.7069573,145.1823378,VIC
20181993,-36.21867,145.3681517,VIC
20181995,-36.180581,144.673941,VIC
20182015,-36.2832912,145.0906121,VIC
20182070,-36.5631227,144.9551769,VIC
20182108,-36.5931931,144.5913807,VIC
20182207,-36.2241071,145.0390423,VIC
20182235,-36.3939254,145.1332151,VIC
20182239,-36.400277,145.2238646,VIC
20182266,-35.839314,144.3724427,VIC
20182275,-36.1427036,144.6984351,VIC
20182276,-36.2825123,145.0248234,VIC
20182277,-36.3523663,145.1425023,VIC
20182296,-36.2554897,145.1986294,VIC
20182318,-36.4246002,144.9379383,VIC
20182353,-36.4098827,145.5000805,VIC
20182364,-36.6920797,145.2370268,VIC
20182367,-37.9644568,144.6730536,VIC
20182411,-36.7697193,144.3123346,VIC
