date,GWL,P,T,ET,NDVI
2002-01-15,,43.07340681552882,21.229003906250057,17.444418331374855,0.50855
2002-02-15,,63.49677371978754,20.494746093750052,15.519412515964238,0.5128
2002-03-15,,34.83222010731694,19.390273437500014,11.021284403669725,0.52665
2002-04-15,,44.66003000736232,14.268476562500041,8.702008032128514,0.56215
2002-05-15,,69.46414661407468,10.37712890625005,7.179530201342281,0.6024
2002-06-15,,81.01815104484554,6.525136718750048,6.171594684385383,0.62765
2002-07-15,,57.07755643129343,7.080605468750036,6.3919941775836975,0.6249
2002-08-15,,47.39101356267926,7.702128906250039,8.558904109589042,0.631
2002-09-15,,68.63383412361144,10.70818359375005,12.195609065155809,0.63045
2002-10-15,,56.86245131492612,13.864843750000034,15.521904761904759,0.6053
2002-11-15,,42.348496913909855,18.590117187500027,17.843291995490414,0.5125
2002-12-15,,47.03128552436823,23.953710937500034,14.64377406931964,0.4741
2003-01-15,,15.120916843414257,23.916113281250034,15.121593533487294,0.4428
2003-02-15,,32.43689811229701,23.95039062500001,12.166904761904762,0.4502
2003-03-15,,38.8795083761215,19.34058593750001,11.639167686658507,0.4824
2003-04-15,,83.4389734268188,14.046171875000027,8.79673076923077,0.55945
2003-05-15,,64.99839699268335,9.576992187500025,7.900443131462335,0.6424
2003-06-15,,75.46657919883725,7.5393554687500455,6.362686567164181,0.67
2003-07-15,,118.92286884784698,5.914335937500027,7.063813813813815,0.69465
2003-08-15,,111.27113556861872,5.958007812500057,9.05223642172524,0.7065
2003-09-15,,68.91735434532163,9.592617187500025,14.237518248175185,0.6944
2003-10-15,,109.5307492017746,12.229765625000027,19.082045454545458,0.7012
2003-11-15,,35.97103536128993,17.25507812500001,25.875806451612902,0.64095
2003-12-15,,66.37503647804259,21.617578125000023,19.811270718232052,0.5498
2004-01-15,,51.89143610000605,20.97478515625005,17.764585834333733,0.50725
2004-02-15,,18.398584261536563,21.574492187500027,17.10756501182033,0.49755
2004-03-15,,28.433409690856926,18.155839843750016,12.282189973614777,0.48905
2004-04-15,,66.91043436527247,14.228789062500027,9.160910815939278,0.5184
2004-05-15,,48.556034624576554,9.060625000000016,7.508430913348947,0.5823
2004-06-15,,119.76343274116512,7.114667968750041,6.201782820097244,0.6403
2004-07-15,,69.20088189840314,5.681015625000043,6.451880877742948,0.6671
2004-08-15,,101.53801846504211,8.032363281250014,9.910031347962382,0.6998
2004-09-15,,103.010162115097,10.125292968750045,16.137364341085274,0.73565
2004-10-15,,58.579284489154816,14.609785156250041,22.40137741046832,0.6762
2004-11-15,,134.8942673206329,15.776738281250005,23.363125,0.6407
2004-12-15,,68.86640882492063,20.351835937500027,20.646503884572695,0.58545
2005-01-15,,44.374841272830935,22.019433593750023,19.437037037037044,0.5233
2005-02-15,21.15,152.5931754112243,18.224062500000002,18.802655889145495,0.5778
2005-03-15,,20.78268943727012,17.679023437500007,14.627728983688833,0.5824
2005-04-15,,37.651039659976895,15.074589843750005,10.47332123411978,0.5624
2005-05-15,24.5,19.00258027017115,9.965078125000048,7.679234972677597,0.55385
2005-06-15,,94.65267777442928,6.798828125000057,6.462267080745342,0.6217
2005-07-15,,61.452502369880655,7.001367187500023,6.868343195266272,0.65355
2005-08-15,20.87,131.97895395755762,7.622207031250014,9.712739726027399,0.68695
2005-09-15,,81.22938036918637,9.704472656250005,15.293082706766917,0.70605
2005-10-15,,79.35308951139447,13.588535156250032,22.715761821366026,0.7012
2005-11-15,20.68,71.81138277053827,16.69117187500001,25.338579881656802,0.6512
2005-12-15,,69.28930199146266,19.812656250000032,18.211966824644552,0.58525
2006-01-15,,60.197320640087064,22.014238281250016,17.05074971164937,0.4924
2006-02-15,25.0,38.13226211071012,20.887226562500018,16.09620253164557,0.49065
2006-03-15,,35.80070310831063,20.350332031250048,12.844876783398185,0.5049
2006-04-15,26.19,87.16368198394771,11.823867187500014,8.04288990825688,0.56335
2006-05-15,26.74,62.67883157730096,8.011015625000027,7.483682634730539,0.63565
2006-06-15,27.24,26.939930319786022,5.610878906250036,6.132213740458017,0.6506
2006-07-15,,70.9020498991012,6.228359375000025,6.709347181008903,0.6741
2006-08-15,23.265,35.28812322020528,8.646113281250052,10.054010695187168,0.6832
2006-09-15,,50.5690705776214,10.835546875000034,15.608926417370327,0.6583
2006-10-15,,16.47451449930664,15.826679687500018,16.400000000000002,0.5691
2006-11-15,24.695,41.71814560890194,19.95675781250003,16.881400688863376,0.5092
2006-12-15,,36.906070679426136,23.056093750000002,11.629553679131483,0.45125
2007-01-15,,38.08261334896083,22.53292968750003,15.820072115384614,0.4487
2007-02-15,27.78,30.637925863265956,25.042421875000002,14.206876456876456,0.44965
2007-03-15,,65.44277572631832,18.927792968750055,10.900866336633662,0.46155
2007-04-15,28.96,33.96895408630368,15.70724609375003,8.445077720207255,0.51095
2007-05-15,29.73,106.57876753807062,10.73406250000005,7.564199395770394,0.62445
2007-06-15,,83.234052658081,6.005195312500007,6.533385335413418,0.7008
2007-07-15,,108.97807788848877,5.400429687500036,6.829173166926677,0.67745
2007-08-15,21.16,41.301290988922055,8.711015625000016,12.33301886792453,0.7053
2007-09-15,,56.94110333919525,9.628652343750048,15.121447721179624,0.6785
2007-10-15,,25.20529747009276,13.973125000000039,18.557723577235773,0.6277
2007-11-15,23.6,81.76236748695368,20.258828125000036,20.73685419058553,0.5502
2007-12-15,,103.22300577163693,22.667480468750057,16.916781609195404,0.51235
2008-01-15,,54.85183238983153,24.263457031250027,20.340291806958483,0.4937
2008-02-15,25.27,32.54529726505274,21.676308593750036,17.12559726962457,0.5145
2008-03-15,,36.80698817968364,20.700253906250055,11.514500000000004,0.4945
2008-04-15,,30.456424355506847,14.25875000000002,9.06456140350877,0.52515
2008-05-15,27.46,55.72751891613001,8.707753906250048,7.280962800875276,0.59615
2008-06-15,27.85,69.20589566230768,7.932812500000011,6.515639810426541,0.6585
2008-07-15,,92.75261664390558,5.694960937500014,6.764444444444445,0.6958
2008-08-15,18.29,90.87301200628276,5.997089843750018,9.010105580693818,0.676
2008-09-15,20.04,30.89491188526152,10.522519531250055,15.412696493349458,0.66795
2008-10-15,21.8,28.185549616813617,14.732792968750005,17.40282902829028,0.56965
2008-11-15,23.09,97.27036356925959,17.673886718750055,16.416425120772946,0.5382
2008-12-15,23.25,86.19390338659281,18.615175781250002,16.62082294264339,0.53105
2009-01-15,22.99,7.03984361886971,24.56539062500002,17.029385474860337,0.4805
2009-02-15,24.63,5.436588048934896,24.161035156250023,11.386265060240966,0.4321
2009-03-15,25.68,58.4722335934639,20.27949218750001,10.040074441687345,0.46045
2009-04-15,27.04,71.55363857746119,15.784296875000052,8.272463768115943,0.50825
2009-05-15,27.93,27.719338864088,9.815937500000018,7.365273311897107,0.5718
2009-06-15,28.37,69.54391837120053,7.011210937500039,6.564043209876544,0.64935
2009-07-15,27.59,80.16655325889586,6.2690039062500205,6.869264069264069,0.65955
2009-08-15,26.84,90.56202006340024,8.138750000000016,10.415803814713897,0.6822
2009-09-15,23.14,118.05248379707331,9.343261718750057,14.342012779552716,0.673
2009-10-15,19.76,62.743000030517514,13.945136718750007,21.091746031746034,0.6761
2009-11-15,20.8,80.58552145957944,22.66378906250003,21.385859728506787,0.54165
2009-12-15,22.17,64.44487202167508,20.225644531250055,17.80623529411765,0.55235
2010-01-15,23.03,43.342020750045705,23.496972656250023,18.499661399548533,0.5123
2010-02-15,24.07,62.56413388252258,22.698339843750034,16.57175208581645,0.51385
2010-03-15,24.53,105.11091971397396,18.376308593750025,14.236486486486484,0.6012
2010-04-15,24.69,71.9307035207748,13.56267578125005,11.579953917050691,0.663
2010-05-15,25.23,59.23048120737074,9.426757812500057,8.566265060240964,0.67335
2010-06-15,25.62,99.0490114688873,6.290917968750023,6.4,0.705
2010-07-15,21.74,79.03449225425717,6.176679687500041,7.060869565217391,0.69275
2010-08-15,16.81,138.05867099761957,6.17160156250003,9.00566037735849,0.69235
2010-09-15,15.36,97.56879687309261,8.100820312500048,16.45896147403685,0.6602
2010-10-15,18.14,152.15667307376856,13.763183593750057,22.016718266253875,0.6935
2010-11-15,16.4,138.6407017707824,16.09806640625004,26.291243654822342,0.66965
2010-12-15,14.75,108.97336614131927,18.135332031250016,21.35935637663886,0.6298
2011-01-15,18.03,134.78497123718256,20.673007812500032,25.67252747252747,0.5969
2011-02-15,18.16,150.52904605865473,18.178750000000036,22.626626506024095,0.6477
2011-03-15,19.24,58.627826571464496,16.06707031250005,19.102699386503065,0.6695
2011-04-15,21.12,86.8370103836059,13.383925781250014,11.881403508771928,0.66655
2011-05-15,19.54,82.4460743665695,7.443203125000025,7.5258278145695385,0.6576
2011-06-15,17.91,67.24526524543757,7.15255859375003,6.7555878084179986,0.67765
2011-07-15,18.79,85.1709553599357,5.907089843750043,7.120962732919255,0.67765
2011-08-15,18.75,56.07172036170955,9.147207031250048,10.696476964769651,0.6923
2011-09-15,19.82,102.43376612663263,10.589550781250011,14.785754985754986,0.67985
2011-10-15,19.01,70.14974462985987,13.071367187500016,20.126996805111816,0.6741
2011-11-15,19.14,142.7203202247619,16.696035156250048,24.645,0.64935
2011-12-15,18.57,62.52083837985987,20.025214843750007,21.265187713310578,0.5789
2012-01-15,20.38,45.221636474132524,22.982558593750014,20.1472190692395,0.5388
2012-02-15,22.28,122.96502685546871,21.845781250000016,15.442048929663606,0.51155
2012-03-15,23.04,75.91302073001856,16.736152343750007,15.479615384615386,0.6378
2012-04-15,23.62,62.32467770576474,14.360351562500057,11.08914616497829,0.6464
2012-05-15,23.08,93.6354428529739,8.909472656250045,7.659444444444444,0.6615
2012-06-15,20.65,116.28592729568481,5.92453125000003,5.530653266331659,0.67435
2012-07-15,16.29,91.52591603994367,5.635273437500018,6.59433962264151,0.6704
2012-08-15,15.0,105.13590860366816,6.660703125000055,9.675417298937784,0.67005
2012-09-15,17.65,69.36242938041686,10.879472656250016,14.692139737991267,0.68925
2012-10-15,19.65,54.44922745227811,13.752910156250039,18.484800000000003,0.6389
2012-11-15,21.48,38.3256822824478,18.75212890625005,20.74263565891473,0.583
2012-12-15,22.71,34.248077094554894,20.578984375000005,18.46511056511057,0.5224
2013-01-15,23.75,15.024108454585043,24.40865234375002,17.015288788221973,0.46155
2013-02-15,24.99,64.13360238075255,23.56388671875004,14.74231200897868,0.4548
2013-03-15,25.89,55.321593582630136,21.580429687500043,12.656860321384425,0.51995
2013-04-15,25.47,24.123787879943805,13.451640625000039,9.469484536082476,0.58845
2013-05-15,27.2,92.84568750858304,10.121718750000014,7.305582922824303,0.5738
2013-06-15,26.37,69.10377860069272,5.92888671875005,6.116295025728988,0.66515
2013-07-15,25.18,104.49539923667905,7.11886718750003,6.413419913419914,0.6835
2013-08-15,20.3,124.65805184841153,8.29123046875003,10.599113737075333,0.70555
2013-09-15,20.24,107.41124868392944,11.326269531250034,16.21303116147309,0.71365
2013-10-15,19.47,68.76076591014856,12.70796875000002,19.871816283924844,0.6991
2013-11-15,20.45,65.79279541969294,16.69865234375004,24.37554054054054,0.6697
2013-12-15,20.74,63.93070399761194,19.943925781250016,19.371010962241172,0.58125
2014-01-15,22.33,26.82947275042534,24.431972656250025,18.519063545150505,0.49555
2014-02-15,23.62,23.076581239700285,24.697265625000057,14.148817966903074,0.4709
2014-03-15,24.76,48.8986507058143,19.352363281250007,12.034746922024624,0.5051
2014-04-15,25.69,97.54519343376154,13.993359375000011,9.604,0.6273
2014-05-15,25.75,79.57925891876218,10.402812500000039,8.380403458213257,0.6921
2014-06-15,23.89,115.214352607727,7.52410156250005,6.520464135021098,0.6543
2014-07-15,20.18,96.65055084228511,6.451718750000055,7.233993399339934,0.72975
2014-08-15,19.4,36.251340150833116,8.243593750000002,11.024512534818946,0.7137
2014-09-15,20.45,76.26607596874231,10.79705078125005,17.590301441677585,0.6895
2014-10-15,21.33,57.27997863292691,15.064863281250041,20.813769363166955,0.6501
2014-11-15,23.43,59.11546826362608,18.24656250000004,18.986304604486424,0.5604
2014-12-15,23.3,43.98654896020888,22.099687500000016,16.482510013351135,0.5127
2015-01-15,24.4,59.67772024869917,21.332871093750043,16.164040114613183,0.49725
2015-02-15,25.35,58.71684622764583,23.84761718750002,16.101938426453824,0.5037
2015-03-15,26.12,27.798557192087163,17.996914062500025,11.005737704918033,0.52105
2015-04-15,27.05,62.26242899894712,12.368750000000034,8.56049896049896,0.55115
2015-05-15,26.27,88.47837460041043,8.93328125000005,7.23673805601318,0.6236
2015-06-15,24.68,32.57096529006957,5.830390625000007,6.429107981220658,0.66715
2015-07-15,21.07,101.62061262130733,5.440976562500055,6.36482982171799,0.68045
2015-08-15,19.35,74.7366027832031,7.123105468750055,9.76228956228956,0.69275
2015-09-15,19.27,48.48961830139159,11.506171875000007,17.043994778067887,0.6712
2015-10-15,21.29,32.247183769941266,17.82175781250004,19.22813455657493,0.6077
2015-11-15,22.32,48.901294469833346,19.323476562500048,17.946565934065934,0.536
2015-12-15,23.42,40.21114790439602,23.655292968750018,16.031664580725906,0.4663
2016-01-15,24.72,87.13069295883176,23.13035156250004,16.306191117092865,0.46025
2016-02-15,25.53,13.282974153757058,24.047226562500043,15.295182138660401,0.48725
2016-03-15,26.39,56.53865450620649,20.957050781250018,11.12021563342318,0.5294
2016-04-15,27.18,56.85576081275938,14.732285156250043,8.679939668174963,0.5517
2016-05-15,26.14,99.68716657161713,10.142597656250018,7.618750000000002,0.6588
2016-06-15,23.41,113.3938407897949,5.986679687500043,5.935090609555189,0.6978
