date,GWL,P,T,ET,NDVI
2002-01-15,,47.01958930492397,29.206152343750034,9.257566462167688,0.41795
2002-02-15,28.59,90.75852584838863,26.197851562500034,10.615092290988057,0.4497
2002-03-15,,65.28467720746994,25.759628906250043,8.147612732095492,0.43715
2002-04-15,18.78,8.949510902166338,20.28560546875002,7.522347949080623,0.4512
2002-05-15,16.91,12.360744863748547,15.367382812500011,5.761302681992338,0.429
2002-06-15,19.76,32.99349099397658,9.53781250000003,5.708652657601979,0.43005
2002-07-15,18.1,2.5620651841163617,9.349628906250018,4.414471968709257,0.3919
2002-08-15,18.98,23.414295852184274,13.308339843750048,4.752570694087404,0.37865
2002-09-15,25.01,43.590606451034546,18.034785156250052,5.777160493827161,0.37755
2002-10-15,27.67,12.577310621738416,24.79904296875003,5.690566037735849,0.3233
2002-11-15,27.96,51.38542234897611,30.163691406250052,5.125825825825825,0.30245
2002-12-15,27.59,107.57198166847229,28.514238281250016,7.789999999999999,0.387
2003-01-15,30.46,16.683793678879727,30.862910156250052,8.6039,0.3999
2003-02-15,26.25,124.16269826889035,29.35865234375001,8.052,0.39175
2003-03-15,22.0,36.46518695354459,23.248613281250016,10.064300847457627,0.4677
2003-04-15,,97.67989397048947,17.618046875000005,9.029542097488925,0.5233
2003-05-15,18.485,20.106366634368868,13.919218750000027,7.922727272727272,0.552
2003-06-15,,49.58238244056695,10.860019531250032,7.401339285714286,0.54
2003-07-15,,32.680822491645785,8.723164062500018,7.0177228786251336,0.5718
2003-08-15,20.23,74.9706990122795,10.853437500000041,9.450106609808104,0.602
2003-09-15,,13.182447105646128,15.965410156250016,12.786099585062242,0.5742
2003-10-15,,91.33907032012938,18.776425781250055,12.869958847736626,0.5108
2003-11-15,23.02,56.964454650878906,24.973437500000045,9.97497477295661,0.42285
2003-12-15,,78.7203129529953,29.054687500000057,7.78488120950324,0.4257
2004-01-15,,193.09287571907038,28.603417968750023,11.12525879917184,0.4361
2004-02-15,,100.54148948192596,27.912949218750043,13.325679758308155,0.53005
2004-03-15,21.96,69.14754492044446,23.20380859375001,14.467144319344932,0.5509
2004-04-15,,27.049782872199962,20.66035156250001,8.051650692225774,0.48005
2004-05-15,,24.79879286885261,11.949726562500018,6.165378670788254,0.47135
2004-06-15,17.48,24.189424216747273,9.025000000000034,6.778763127187864,0.4866
2004-07-15,,52.90465575456613,8.559687500000052,6.8281395348837215,0.51235
2004-08-15,18.21,51.26268947124475,10.958769531250027,8.266553672316384,0.5724
2004-09-15,18.62,62.0917224884033,15.11789062500003,13.56536082474227,0.5712
2004-10-15,,73.71467471122739,21.79658203125001,13.019111570247937,0.4852
2004-11-15,18.99,76.61644220352167,24.03541015625001,11.053708791208793,0.4263
2004-12-15,,182.63481473922724,24.45017578125004,13.831098901098901,0.52475
2005-01-15,16.77,73.65245193243021,27.48658203125001,12.89145211122554,0.49195
2005-02-15,,59.07493686676021,27.159570312500023,10.844477911646585,0.46515
2005-03-15,20.55,45.49112069606775,23.678046875000007,8.632454361054767,0.44025
2005-04-15,,5.124569535255384,22.24533203125003,6.058782849239281,0.41355
2005-05-15,,20.959842815995174,13.339355468750057,5.8337612323491665,0.4135
2005-06-15,,144.44560289382935,11.41085937500003,7.4968866749688665,0.45885
2005-07-15,16.27,41.07532668113703,9.757597656250027,8.376666666666667,0.53075
2005-08-15,,27.509765893220845,10.843359375000034,8.579598308668077,0.58075
2005-09-15,,94.85278129577634,15.472734375000016,16.438650306748468,0.64265
2005-10-15,,83.847691655159,19.274746093750025,17.41872340425532,0.6066
2005-11-15,,106.45069599151611,23.83634765625004,15.275647058823532,0.51945
2005-12-15,17.76,52.12583720684045,28.077656250000018,11.134165834165833,0.4789
2006-01-15,28.74,64.54523223638532,29.89597656250004,10.184437086092714,0.4483
2006-02-15,,72.20109844207761,28.229511718750018,10.303208556149734,0.45495
2006-03-15,22.85,31.855210751295083,26.15601562500001,8.316540540540542,0.45695
2006-04-15,,57.573820352554264,16.598300781250032,7.236465638148669,0.45935
2006-05-15,18.32,1.6345693599432407,12.942910156250036,5.918834080717488,0.469
2006-06-15,17.66,55.76593101024621,8.842871093750034,6.2915730337078655,0.49
2006-07-15,20.78,56.42391514778137,9.535917968750027,7.109935205183586,0.5351
2006-08-15,,20.147381007671303,11.947851562500034,8.58681771369722,0.56215
2006-09-15,19.55,49.0242254734039,17.806250000000034,10.265279187817258,0.50505
2006-10-15,,24.98609313368792,23.322617187500043,9.012774725274726,0.4055
2006-11-15,,70.03907561302178,26.81275390625001,8.213477366255146,0.39445
2006-12-15,28.16,49.5779571533203,29.179687500000057,6.980183861082738,0.36085
2007-01-15,30.0,39.215084552764885,31.187519531250018,7.912966804979253,0.34985
2007-02-15,,98.8716487884521,30.382167968750025,7.971088082901554,0.3726
2007-03-15,22.34,79.58876556158062,23.779726562500002,11.47612565445026,0.5151
2007-04-15,,39.01345431804655,21.403613281250045,7.1931649331352165,0.46325
2007-05-15,19.79,45.76625901460641,15.573144531250023,7.141,0.4964
2007-06-15,18.22,120.83733558654782,8.533222656250018,7.130521091811416,0.5647
2007-07-15,17.26,12.882986605167321,7.990839843750052,7.684895259095921,0.57075
2007-08-15,,91.3835824728012,12.922187500000007,11.411228813559326,0.61275
2007-09-15,16.35,8.919987156987121,17.007636718750007,13.569678714859439,0.5368
2007-10-15,18.63,62.73930823802946,23.006972656250014,9.36246537396122,0.4147
2007-11-15,20.43,108.14295530319214,25.433378906250027,11.064250614250613,0.4049
2007-12-15,,147.33504796028137,24.79777343750004,15.30179573512907,0.52875
2008-01-15,18.54,90.65547895431513,26.70673828125001,17.296944151738668,0.5393
2008-02-15,,141.47056031227112,22.607812500000023,15.645032397408208,0.54825
2008-03-15,17.02,12.15824644267557,22.936113281250016,11.231353591160222,0.4795
2008-04-15,16.0,40.40948510169977,18.557011718750005,6.5465495608532,0.42995
2008-05-15,,20.02842740714547,14.18722656250003,6.048768472906405,0.4241
2008-06-15,15.76,87.59784042835236,10.72234375000005,7.370955882352941,0.48385
2008-07-15,14.96,36.70086577534672,8.11296875000005,6.477272727272727,0.51125
2008-08-15,,61.287690997123654,9.428417968750011,7.654861111111112,0.53215
2008-09-15,14.47,64.02117490768433,17.07195312500005,13.91316326530612,0.58895
2008-10-15,,76.38481628894802,20.393925781250005,16.150051177072672,0.50335
2008-11-15,,151.8392193317413,22.212753906250043,12.507840000000002,0.4488
2008-12-15,,96.4941984415054,24.544238281250045,13.60794979079498,0.51545
2009-01-15,13.72,42.095375597476945,29.40455078125001,15.105030800821357,0.47555
2009-02-15,17.22,142.60888481140137,28.89792968750004,12.122361809045223,0.47695
2009-03-15,,45.11306118965143,24.005156250000027,11.650417536534448,0.50655
2009-04-15,14.14,59.64666366577147,18.07316406250004,9.484194977843426,0.49805
2009-05-15,,45.376938432455034,14.777265625000041,7.216788321167883,0.4825
2009-06-15,14.94,54.01863276958461,9.756152343750045,7.338305489260143,0.5136
2009-07-15,,34.27314081788063,9.072304687500036,7.802622950819674,0.52865
2009-08-15,14.62,13.201349660754156,12.097890625000048,7.675183246073299,0.5164
2009-09-15,16.29,53.9495283365249,16.43406250000004,10.264094650205763,0.48605
2009-10-15,,61.43200904130936,20.204101562500057,9.44376811594203,0.4076
2009-11-15,19.095,37.35077440738673,28.93083984375005,8.199602385685884,0.38795
2009-12-15,23.2775,125.72541224956512,31.29509765625005,6.720744680851064,0.3978
2010-01-15,20.53548387096774,112.63436043262476,27.423652343750007,16.731384615384616,0.5327
2010-02-15,18.145714285714284,82.5509397983551,25.268632812500016,17.396567505720824,0.573
2010-03-15,17.057096774193546,70.2715294361114,23.767656250000016,12.251742344244985,0.51395
2010-04-15,15.705333333333334,27.074947357177702,18.240371093750014,9.46980056980057,0.49995
2010-05-15,14.820645161290322,58.53439539670943,13.77974609375002,7.513060179257362,0.48005
2010-06-15,14.683333333333334,44.38430696725841,9.298613281250027,7.258965102286402,0.50495
2010-07-15,14.796451612903226,118.62781369686122,8.903437500000052,8.486259541984735,0.5533
2010-08-15,14.15967741935484,77.25207155942911,9.708125000000052,10.670293797606094,0.60435
2010-09-15,13.410333333333334,59.28329944610589,14.738867187500034,16.519173363949488,0.61725
2010-10-15,12.840967741935483,97.58387589454648,19.079394531250045,19.46281112737921,0.5995
2010-11-15,12.360666666666667,140.09003877639765,20.293691406250048,17.43109048723898,0.56605
2010-12-15,11.752258064516129,152.4892448186874,23.547500000000014,17.47194244604317,0.5656
2011-01-15,11.341612903225807,62.155350923538144,28.19990234375001,18.065771812080538,0.54535
2011-02-15,13.538214285714286,45.935442209243725,26.868964843750007,12.732513966480449,0.4968
2011-03-15,14.884193548387096,74.19122636318201,22.224140625000018,11.450331858407079,0.49645
2011-04-15,13.452666666666666,46.422868967056225,18.871484375000023,8.697694524495677,0.4933
2011-05-15,12.505161290322581,69.730842590332,12.429472656250027,6.576450116009281,0.47645
2011-06-15,11.977333333333332,65.65216183662412,9.724375000000009,7.741528239202658,0.5029
2011-07-15,11.682903225806452,10.945122599601678,8.653593750000027,7.154854368932039,0.4927
2011-08-15,12.280967741935482,52.69285440444944,13.081972656250002,8.496045197740115,0.5202
2011-09-15,13.641333333333334,94.89513874053952,16.142382812500045,10.439239130434785,0.5428
2011-10-15,14.005161290322581,60.13098478317261,18.48511718750001,15.039630681818181,0.533
2011-11-15,14.587666666666667,188.2749366760254,24.741093750000005,15.174748603351956,0.495
2011-12-15,13.404516129032258,80.96687400341028,22.741757812500055,18.172697003329638,0.55235
2012-01-15,13.495161290322581,132.86375355720517,24.91402343750002,16.458807947019864,0.53915
2012-02-15,13.665862068965517,141.46464872360227,23.58882812500002,18.96691253951528,0.59005
2012-03-15,12.028064516129032,61.83435344696043,20.79099609375004,15.525941422594142,0.57685
2012-04-15,11.200999999999999,37.97489762306208,18.247890625000025,9.404746136865342,0.5137
2012-05-15,10.361612903225806,34.696879327297175,12.587246093750025,6.0776096822995465,0.48545
2012-06-15,9.898666666666665,50.98689436912531,9.135097656250025,7.991952662721896,0.49795
2012-07-15,9.619677419354838,89.02789735794062,8.89031250000005,7.973908296943232,0.5227950884086444
2012-08-15,9.331935483870968,19.023273155093165,10.144042968750057,8.336677454153183,0.5118
2012-09-15,9.105333333333334,25.727563798427525,16.318730468750005,9.658132530120485,0.50405
2012-10-15,9.500322580645161,14.844672650098751,21.491757812500055,8.762128966223132,0.423
2012-11-15,11.656,44.89011257886885,26.356308593750043,8.027629733520335,0.3654
2012-12-15,14.828387096774193,85.932844877243,28.62910156250001,9.078125,0.39815
2013-01-15,22.603870967741937,147.4729968309402,31.161640625000018,10.055967078189301,0.4096
2013-02-15,19.125714285714285,129.45158100128168,24.79712890625001,16.560220994475138,0.5466
2013-03-15,13.963225806451613,61.2004238963127,22.905136718750043,15.020470829068579,0.56945
2013-04-15,11.861666666666668,9.406918734312024,19.08667968750001,7.782222222222223,0.4889
2013-05-15,10.771290322580645,21.661029785871442,14.59050781250005,6.826159793814433,0.46055
2013-06-15,10.085,97.76881456375118,9.795820312500041,7.241666666666666,0.50985
